name,code,division_type,codename,province_code,wards
Thị xã Buôn Hồ,644,huyện,thi_xa_buon_ho,66,[]
Huyện Ea H'leo,645,huyện,huyen_ea_hleo,66,[]
Huyện Ea Súp,646,huyện,huyen_ea_sup,66,[]
Huyện Buôn Đôn,647,huyện,huyen_buon_don,66,[]
Huyện Cư M'gar,648,huyện,huyen_cu_mgar,66,[]
Huyện Krông Búk,649,huyện,huyen_krong_buk,66,[]
Huyện Krông Năng,650,huyện,huyen_krong_nang,66,[]
Huyện Ea Kar,651,huyện,huyen_ea_kar,66,[]
Huyện M'Đrắk,652,huyện,huyen_mdrak,66,[]
Huyện Krông Bông,653,huyện,huyen_krong_bong,66,[]
Huyện Krông Pắc,654,huyện,huyen_krong_pac,66,[]
Huyện Krông A Na,655,huyện,huyen_krong_a_na,66,[]
Huyện Lắk,656,huyện,huyen_lak,66,[]
Huyện Cư Kuin,657,huyện,huyen_cu_kuin,66,[]
Thành phố Gia Nghĩa,660,huyện,thanh_pho_gia_nghia,67,[]
Huyện Đăk Glong,661,huyện,huyen_dak_glong,67,[]
Huyện Cư Jút,662,huyện,huyen_cu_jut,67,[]
Huyện Đắk Mil,663,huyện,huyen_dak_mil,67,[]
Huyện Krông Nô,664,huyện,huyen_krong_no,67,[]
Huyện Đắk Song,665,huyện,huyen_dak_song,67,[]
Huyện Đắk R'Lấp,666,huyện,huyen_dak_rlap,67,[]
Huyện Tuy Đức,667,huyện,huyen_tuy_duc,67,[]
Thành phố Đà Lạt,672,huyện,thanh_pho_da_lat,68,[]
Thành phố Bảo Lộc,673,huyện,thanh_pho_bao_loc,68,[]
Huyện Đam Rông,674,huyện,huyen_dam_rong,68,[]
Huyện Lạc Dương,675,huyện,huyen_lac_duong,68,[]
Huyện Lâm Hà,676,huyện,huyen_lam_ha,68,[]
Huyện Đơn Dương,677,huyện,huyen_don_duong,68,[]
Huyện Đức Trọng,678,huyện,huyen_duc_trong,68,[]
Huyện Di Linh,679,huyện,huyen_di_linh,68,[]
Huyện Bảo Lâm,680,huyện,huyen_bao_lam,68,[]
Huyện Đạ Huoai,682,huyện,huyen_da_huoai,68,[]
Thị xã Phước Long,688,huyện,thi_xa_phuoc_long,70,[]
Thành phố Đồng Xoài,689,huyện,thanh_pho_dong_xoai,70,[]
Thị xã Bình Long,690,huyện,thi_xa_binh_long,70,[]
Huyện Bù Gia Mập,691,huyện,huyen_bu_gia_map,70,[]
Huyện Lộc Ninh,692,huyện,huyen_loc_ninh,70,[]
Huyện Bù Đốp,693,huyện,huyen_bu_dop,70,[]
Huyện Hớn Quản,694,huyện,huyen_hon_quan,70,[]
Huyện Đồng Phú,695,huyện,huyen_dong_phu,70,[]
Huyện Bù Đăng,696,huyện,huyen_bu_dang,70,[]
Thị xã Chơn Thành,697,huyện,thi_xa_chon_thanh,70,[]
Huyện Phú Riềng,698,huyện,huyen_phu_rieng,70,[]
Thành phố Tây Ninh,703,huyện,thanh_pho_tay_ninh,72,[]
Huyện Tân Biên,705,huyện,huyen_tan_bien,72,[]
Huyện Tân Châu,706,huyện,huyen_tan_chau,72,[]
Huyện Dương Minh Châu,707,huyện,huyen_duong_minh_chau,72,[]
Huyện Châu Thành,708,huyện,huyen_chau_thanh,72,[]
Thị xã Hòa Thành,709,huyện,thi_xa_hoa_thanh,72,[]
Huyện Gò Dầu,710,huyện,huyen_go_dau,72,[]
Huyện Bến Cầu,711,huyện,huyen_ben_cau,72,[]
Thị xã Trảng Bàng,712,huyện,thi_xa_trang_bang,72,[]
Thành phố Thủ Dầu Một,718,huyện,thanh_pho_thu_dau_mot,74,[]
Huyện Bàu Bàng,719,huyện,huyen_bau_bang,74,[]
Huyện Dầu Tiếng,720,huyện,huyen_dau_tieng,74,[]
Thành phố Bến Cát,721,huyện,thanh_pho_ben_cat,74,[]
Huyện Phú Giáo,722,huyện,huyen_phu_giao,74,[]
Thành phố Tân Uyên,723,huyện,thanh_pho_tan_uyen,74,[]
Thành phố Dĩ An,724,huyện,thanh_pho_di_an,74,[]
Thành phố Thuận An,725,huyện,thanh_pho_thuan_an,74,[]
Huyện Bắc Tân Uyên,726,huyện,huyen_bac_tan_uyen,74,[]
Thành phố Biên Hòa,731,huyện,thanh_pho_bien_hoa,75,[]
Thành phố Long Khánh,732,huyện,thanh_pho_long_khanh,75,[]
Huyện Tân Phú,734,huyện,huyen_tan_phu,75,[]
Huyện Vĩnh Cửu,735,huyện,huyen_vinh_cuu,75,[]
Huyện Định Quán,736,huyện,huyen_dinh_quan,75,[]
Huyện Trảng Bom,737,huyện,huyen_trang_bom,75,[]
Huyện Thống Nhất,738,huyện,huyen_thong_nhat,75,[]
Huyện Cẩm Mỹ,739,huyện,huyen_cam_my,75,[]
Huyện Long Thành,740,huyện,huyen_long_thanh,75,[]
Huyện Xuân Lộc,741,huyện,huyen_xuan_loc,75,[]
Huyện Nhơn Trạch,742,huyện,huyen_nhon_trach,75,[]
Thành phố Vũng Tàu,747,huyện,thanh_pho_vung_tau,77,[]
Thành phố Bà Rịa,748,huyện,thanh_pho_ba_ria,77,[]
Huyện Châu Đức,750,huyện,huyen_chau_duc,77,[]
Huyện Xuyên Mộc,751,huyện,huyen_xuyen_moc,77,[]
Huyện Long Đất,753,huyện,huyen_long_dat,77,[]
Thị xã Phú Mỹ,754,huyện,thi_xa_phu_my,77,[]
Quận 1,760,huyện,quan_1,79,[]
Quận 12,761,huyện,quan_12,79,[]
Quận Gò Vấp,764,huyện,quan_go_vap,79,[]
Quận Bình Thạnh,765,huyện,quan_binh_thanh,79,[]
Quận Tân Bình,766,huyện,quan_tan_binh,79,[]
Quận Tân Phú,767,huyện,quan_tan_phu,79,[]
Quận Phú Nhuận,768,huyện,quan_phu_nhuan,79,[]
Thành phố Thủ Đức,769,huyện,thanh_pho_thu_duc,79,[]
Quận 3,770,huyện,quan_3,79,[]
Quận 10,771,huyện,quan_10,79,[]
Quận 11,772,huyện,quan_11,79,[]
Quận 4,773,huyện,quan_4,79,[]
Quận 5,774,huyện,quan_5,79,[]
Quận 6,775,huyện,quan_6,79,[]
Quận 8,776,huyện,quan_8,79,[]
Quận Bình Tân,777,huyện,quan_binh_tan,79,[]
Quận 7,778,huyện,quan_7,79,[]
Huyện Củ Chi,783,huyện,huyen_cu_chi,79,[]
Huyện Hóc Môn,784,huyện,huyen_hoc_mon,79,[]
Huyện Bình Chánh,785,huyện,huyen_binh_chanh,79,[]
Huyện Nhà Bè,786,huyện,huyen_nha_be,79,[]
Huyện Cần Giờ,787,huyện,huyen_can_gio,79,[]
Thành phố Tân An,794,huyện,thanh_pho_tan_an,80,[]
Thị xã Kiến Tường,795,huyện,thi_xa_kien_tuong,80,[]
Huyện Tân Hưng,796,huyện,huyen_tan_hung,80,[]
Huyện Vĩnh Hưng,797,huyện,huyen_vinh_hung,80,[]
Huyện Mộc Hóa,798,huyện,huyen_moc_hoa,80,[]
Huyện Tân Thạnh,799,huyện,huyen_tan_thanh,80,[]
Huyện Thạnh Hóa,800,huyện,huyen_thanh_hoa,80,[]
Huyện Đức Huệ,801,huyện,huyen_duc_hue,80,[]
Huyện Đức Hòa,802,huyện,huyen_duc_hoa,80,[]
Huyện Bến Lức,803,huyện,huyen_ben_luc,80,[]
Huyện Thủ Thừa,804,huyện,huyen_thu_thua,80,[]
Huyện Tân Trụ,805,huyện,huyen_tan_tru,80,[]
Huyện Cần Đước,806,huyện,huyen_can_duoc,80,[]
Huyện Cần Giuộc,807,huyện,huyen_can_giuoc,80,[]
Huyện Châu Thành,808,huyện,huyen_chau_thanh,80,[]
Thành phố Mỹ Tho,815,huyện,thanh_pho_my_tho,82,[]
Thành phố Gò Công,816,huyện,thanh_pho_go_cong,82,[]
Thị xã Cai Lậy,817,huyện,thi_xa_cai_lay,82,[]
Huyện Tân Phước,818,huyện,huyen_tan_phuoc,82,[]
Huyện Cái Bè,819,huyện,huyen_cai_be,82,[]
Huyện Cai Lậy,820,huyện,huyen_cai_lay,82,[]
Huyện Châu Thành,821,huyện,huyen_chau_thanh,82,[]
Huyện Chợ Gạo,822,huyện,huyen_cho_gao,82,[]
Huyện Gò Công Tây,823,huyện,huyen_go_cong_tay,82,[]
Huyện Gò Công Đông,824,huyện,huyen_go_cong_dong,82,[]
Huyện Tân Phú Đông,825,huyện,huyen_tan_phu_dong,82,[]
Thành phố Bến Tre,829,huyện,thanh_pho_ben_tre,83,[]
Huyện Châu Thành,831,huyện,huyen_chau_thanh,83,[]
Huyện Chợ Lách,832,huyện,huyen_cho_lach,83,[]
Huyện Mỏ Cày Nam,833,huyện,huyen_mo_cay_nam,83,[]
Huyện Giồng Trôm,834,huyện,huyen_giong_trom,83,[]
Huyện Bình Đại,835,huyện,huyen_binh_dai,83,[]
Huyện Ba Tri,836,huyện,huyen_ba_tri,83,[]
Huyện Thạnh Phú,837,huyện,huyen_thanh_phu,83,[]
Huyện Mỏ Cày Bắc,838,huyện,huyen_mo_cay_bac,83,[]
Thành phố Trà Vinh,842,huyện,thanh_pho_tra_vinh,84,[]
Huyện Càng Long,844,huyện,huyen_cang_long,84,[]
Huyện Cầu Kè,845,huyện,huyen_cau_ke,84,[]
Huyện Tiểu Cần,846,huyện,huyen_tieu_can,84,[]
Huyện Châu Thành,847,huyện,huyen_chau_thanh,84,[]
Huyện Cầu Ngang,848,huyện,huyen_cau_ngang,84,[]
Huyện Trà Cú,849,huyện,huyen_tra_cu,84,[]
Huyện Duyên Hải,850,huyện,huyen_duyen_hai,84,[]
Thị xã Duyên Hải,851,huyện,thi_xa_duyen_hai,84,[]
Thành phố Vĩnh Long,855,huyện,thanh_pho_vinh_long,86,[]
Huyện Long Hồ,857,huyện,huyen_long_ho,86,[]
Huyện Mang Thít,858,huyện,huyen_mang_thit,86,[]
Huyện Vũng Liêm,859,huyện,huyen_vung_liem,86,[]
Huyện Tam Bình,860,huyện,huyen_tam_binh,86,[]
Thị xã Bình Minh,861,huyện,thi_xa_binh_minh,86,[]
Huyện Trà Ôn,862,huyện,huyen_tra_on,86,[]
Huyện Bình Tân,863,huyện,huyen_binh_tan,86,[]
Thành phố Cao Lãnh,866,huyện,thanh_pho_cao_lanh,87,[]
Thành phố Sa Đéc,867,huyện,thanh_pho_sa_dec,87,[]
Thành phố Hồng Ngự,868,huyện,thanh_pho_hong_ngu,87,[]
Huyện Tân Hồng,869,huyện,huyen_tan_hong,87,[]
Huyện Hồng Ngự,870,huyện,huyen_hong_ngu,87,[]
Huyện Tam Nông,871,huyện,huyen_tam_nong,87,[]
Huyện Tháp Mười,872,huyện,huyen_thap_muoi,87,[]
Huyện Cao Lãnh,873,huyện,huyen_cao_lanh,87,[]
Huyện Thanh Bình,874,huyện,huyen_thanh_binh,87,[]
Huyện Lấp Vò,875,huyện,huyen_lap_vo,87,[]
Huyện Lai Vung,876,huyện,huyen_lai_vung,87,[]
Huyện Châu Thành,877,huyện,huyen_chau_thanh,87,[]
Thành phố Long Xuyên,883,huyện,thanh_pho_long_xuyen,89,[]
Thành phố Châu Đốc,884,huyện,thanh_pho_chau_doc,89,[]
Huyện An Phú,886,huyện,huyen_an_phu,89,[]
Thị xã Tân Châu,887,huyện,thi_xa_tan_chau,89,[]
Huyện Phú Tân,888,huyện,huyen_phu_tan,89,[]
Huyện Châu Phú,889,huyện,huyen_chau_phu,89,[]
Thị xã Tịnh Biên,890,huyện,thi_xa_tinh_bien,89,[]
Huyện Tri Tôn,891,huyện,huyen_tri_ton,89,[]
Huyện Châu Thành,892,huyện,huyen_chau_thanh,89,[]
Huyện Chợ Mới,893,huyện,huyen_cho_moi,89,[]
Huyện Thoại Sơn,894,huyện,huyen_thoai_son,89,[]
Thành phố Rạch Giá,899,huyện,thanh_pho_rach_gia,91,[]
Thành phố Hà Tiên,900,huyện,thanh_pho_ha_tien,91,[]
Huyện Kiên Lương,902,huyện,huyen_kien_luong,91,[]
Huyện Hòn Đất,903,huyện,huyen_hon_dat,91,[]
Huyện Tân Hiệp,904,huyện,huyen_tan_hiep,91,[]
Huyện Châu Thành,905,huyện,huyen_chau_thanh,91,[]
Huyện Giồng Riềng,906,huyện,huyen_giong_rieng,91,[]
Huyện Gò Quao,907,huyện,huyen_go_quao,91,[]
Huyện An Biên,908,huyện,huyen_an_bien,91,[]
Huyện An Minh,909,huyện,huyen_an_minh,91,[]
Huyện Vĩnh Thuận,910,huyện,huyen_vinh_thuan,91,[]
Thành phố Phú Quốc,911,huyện,thanh_pho_phu_quoc,91,[]
Huyện Kiên Hải,912,huyện,huyen_kien_hai,91,[]
Huyện U Minh Thượng,913,huyện,huyen_u_minh_thuong,91,[]
Huyện Giang Thành,914,huyện,huyen_giang_thanh,91,[]
Quận Ninh Kiều,916,huyện,quan_ninh_kieu,92,[]
Quận Ô Môn,917,huyện,quan_o_mon,92,[]
Quận Bình Thuỷ,918,huyện,quan_binh_thuy,92,[]
Quận Cái Răng,919,huyện,quan_cai_rang,92,[]
Quận Thốt Nốt,923,huyện,quan_thot_not,92,[]
Huyện Vĩnh Thạnh,924,huyện,huyen_vinh_thanh,92,[]
Huyện Cờ Đỏ,925,huyện,huyen_co_do,92,[]
Huyện Phong Điền,926,huyện,huyen_phong_dien,92,[]
Huyện Thới Lai,927,huyện,huyen_thoi_lai,92,[]
Thành phố Vị Thanh,930,huyện,thanh_pho_vi_thanh,93,[]
Thành phố Ngã Bảy,931,huyện,thanh_pho_nga_bay,93,[]
Huyện Châu Thành A,932,huyện,huyen_chau_thanh_a,93,[]
Huyện Châu Thành,933,huyện,huyen_chau_thanh,93,[]
Huyện Phụng Hiệp,934,huyện,huyen_phung_hiep,93,[]
Huyện Vị Thuỷ,935,huyện,huyen_vi_thuy,93,[]
Huyện Long Mỹ,936,huyện,huyen_long_my,93,[]
Thị xã Long Mỹ,937,huyện,thi_xa_long_my,93,[]
Thành phố Sóc Trăng,941,huyện,thanh_pho_soc_trang,94,[]
Huyện Châu Thành,942,huyện,huyen_chau_thanh,94,[]
Huyện Kế Sách,943,huyện,huyen_ke_sach,94,[]
Huyện Mỹ Tú,944,huyện,huyen_my_tu,94,[]
Huyện Cù Lao Dung,945,huyện,huyen_cu_lao_dung,94,[]
Huyện Long Phú,946,huyện,huyen_long_phu,94,[]
Huyện Mỹ Xuyên,947,huyện,huyen_my_xuyen,94,[]
Thị xã Ngã Năm,948,huyện,thi_xa_nga_nam,94,[]
Huyện Thạnh Trị,949,huyện,huyen_thanh_tri,94,[]
Thị xã Vĩnh Châu,950,huyện,thi_xa_vinh_chau,94,[]
Huyện Trần Đề,951,huyện,huyen_tran_de,94,[]
Thành phố Bạc Liêu,954,huyện,thanh_pho_bac_lieu,95,[]
Huyện Hồng Dân,956,huyện,huyen_hong_dan,95,[]
Huyện Phước Long,957,huyện,huyen_phuoc_long,95,[]
Huyện Vĩnh Lợi,958,huyện,huyen_vinh_loi,95,[]
Thị xã Giá Rai,959,huyện,thi_xa_gia_rai,95,[]
Huyện Đông Hải,960,huyện,huyen_dong_hai,95,[]
Huyện Hoà Bình,961,huyện,huyen_hoa_binh,95,[]
Thành phố Cà Mau,964,huyện,thanh_pho_ca_mau,96,[]
Huyện U Minh,966,huyện,huyen_u_minh,96,[]
Huyện Thới Bình,967,huyện,huyen_thoi_binh,96,[]
Huyện Trần Văn Thời,968,huyện,huyen_tran_van_thoi,96,[]
Huyện Cái Nước,969,huyện,huyen_cai_nuoc,96,[]
Huyện Đầm Dơi,970,huyện,huyen_dam_doi,96,[]
Huyện Năm Căn,971,huyện,huyen_nam_can,96,[]
Huyện Phú Tân,972,huyện,huyen_phu_tan,96,[]
Huyện Ngọc Hiển,973,huyện,huyen_ngoc_hien,96,[]
