name,code,division_type,codename,district_code
Phường Phong Châu,7945,xã,phuong_phong_chau,228
Phường Âu Cơ,7948,xã,phuong_au_co,228
Xã Hà Lộc,7951,xã,xa_ha_loc,228
Xã Phú Hộ,7954,xã,xa_phu_ho,228
Xã Văn Lung,7957,xã,xa_van_lung,228
Xã Thanh Minh,7960,xã,xa_thanh_minh,228
Xã Hà Thạch,7963,xã,xa_ha_thach,228
Phường Thanh Vinh,7966,xã,phuong_thanh_vinh,228
Thị trấn Đoan Hùng,7969,xã,thi_tran_doan_hung,230
Xã Hùng Xuyên,7975,xã,xa_hung_xuyen,230
Xã Bằng Luân,7981,xã,xa_bang_luan,230
Xã Phú Lâm,7987,xã,xa_phu_lam,230
Xã Bằng Doãn,7996,xã,xa_bang_doan,230
Xã Chí Đám,7999,xã,xa_chi_dam,230
Xã Phúc Lai,8005,xã,xa_phuc_lai,230
Xã Ngọc Quan,8008,xã,xa_ngoc_quan,230
Xã Hợp Nhất,8014,xã,xa_hop_nhat,230
Xã Tây Cốc,8023,xã,xa_tay_coc,230
Xã Hùng Long,8035,xã,xa_hung_long,230
Xã Yên Kiện,8038,xã,xa_yen_kien,230
Xã Chân Mộng,8044,xã,xa_chan_mong,230
Xã Ca Đình,8050,xã,xa_ca_dinh,230
Thị trấn Hạ Hoà,8053,xã,thi_tran_ha_hoa,231
Xã Đại Phạm,8056,xã,xa_dai_pham,231
Xã Đan Thượng,8062,xã,xa_dan_thuong,231
Xã Hà Lương,8065,xã,xa_ha_luong,231
Xã Tứ Hiệp,8071,xã,xa_tu_hiep,231
Xã Hiền Lương,8080,xã,xa_hien_luong,231
Xã Phương Viên,8089,xã,xa_phuong_vien,231
Xã Gia Điền,8092,xã,xa_gia_dien,231
Xã Ấm Hạ,8095,xã,xa_am_ha,231
Xã Hương Xạ,8104,xã,xa_huong_xa,231
Xã Xuân Áng,8110,xã,xa_xuan_ang,231
Xã Yên Kỳ,8113,xã,xa_yen_ky,231
Xã Minh Hạc,8119,xã,xa_minh_hac,231
Xã Lang Sơn,8122,xã,xa_lang_son,231
Xã Bằng Giã,8125,xã,xa_bang_gia,231
Xã Yên Luật,8128,xã,xa_yen_luat,231
Xã Vô Tranh,8131,xã,xa_vo_tranh,231
Xã Văn Lang,8134,xã,xa_van_lang,231
Xã Minh Côi,8140,xã,xa_minh_coi,231
Xã Vĩnh Chân,8143,xã,xa_vinh_chan,231
Thị trấn Thanh Ba,8152,xã,thi_tran_thanh_ba,232
Xã Vân Lĩnh,8156,xã,xa_van_linh,232
Xã Đông Lĩnh,8158,xã,xa_dong_linh,232
Xã Đại An,8161,xã,xa_dai_an,232
Xã Hanh Cù,8164,xã,xa_hanh_cu,232
Xã Đồng Xuân,8170,xã,xa_dong_xuan,232
Xã Quảng Yên,8173,xã,xa_quang_yen,232
Xã Ninh Dân,8179,xã,xa_ninh_dan,232
Xã Võ Lao,8194,xã,xa_vo_lao,232
Xã Khải Xuân,8197,xã,xa_khai_xuan,232
Xã Mạn Lạn,8200,xã,xa_man_lan,232
Xã Hoàng Cương,8203,xã,xa_hoang_cuong,232
Xã Chí Tiên,8206,xã,xa_chi_tien,232
Xã Đông Thành,8209,xã,xa_dong_thanh,232
Xã Sơn Cương,8215,xã,xa_son_cuong,232
Xã Thanh Hà,8218,xã,xa_thanh_ha,232
Xã Đỗ Sơn,8221,xã,xa_do_son,232
Xã Đỗ Xuyên,8224,xã,xa_do_xuyen,232
Xã Lương Lỗ,8227,xã,xa_luong_lo,232
Thị trấn Phong Châu,8230,xã,thi_tran_phong_chau,233
Xã Phú Mỹ,8233,xã,xa_phu_my,233
Xã Lệ Mỹ,8234,xã,xa_le_my,233
Xã Liên Hoa,8236,xã,xa_lien_hoa,233
Xã Trạm Thản,8239,xã,xa_tram_than,233
Xã Trị Quận,8242,xã,xa_tri_quan,233
Xã Trung Giáp,8245,xã,xa_trung_giap,233
Xã Tiên Phú,8248,xã,xa_tien_phu,233
Xã Hạ Giáp,8251,xã,xa_ha_giap,233
Xã Bảo Thanh,8254,xã,xa_bao_thanh,233
Xã Phú Lộc,8257,xã,xa_phu_loc,233
Xã Gia Thanh,8260,xã,xa_gia_thanh,233
Xã Tiên Du,8263,xã,xa_tien_du,233
Xã Phú Nham,8266,xã,xa_phu_nham,233
Xã An Đạo,8272,xã,xa_an_dao,233
Xã Bình Phú,8275,xã,xa_binh_phu,233
Xã Phù Ninh,8278,xã,xa_phu_ninh,233
Thị trấn Yên Lập,8290,xã,thi_tran_yen_lap,234
Xã Mỹ Lung,8293,xã,xa_my_lung,234
Xã Mỹ Lương,8296,xã,xa_my_luong,234
Xã Lương Sơn,8299,xã,xa_luong_son,234
Xã Xuân An,8302,xã,xa_xuan_an,234
Xã Xuân Viên,8305,xã,xa_xuan_vien,234
Xã Xuân Thủy,8308,xã,xa_xuan_thuy,234
Xã Trung Sơn,8311,xã,xa_trung_son,234
Xã Hưng Long,8314,xã,xa_hung_long,234
Xã Nga Hoàng,8317,xã,xa_nga_hoang,234
Xã Đồng Lạc,8320,xã,xa_dong_lac,234
Xã Thượng Long,8323,xã,xa_thuong_long,234
Xã Đồng Thịnh,8326,xã,xa_dong_thinh,234
Xã Phúc Khánh,8329,xã,xa_phuc_khanh,234
Xã Minh Hòa,8332,xã,xa_minh_hoa,234
Xã Ngọc Lập,8335,xã,xa_ngoc_lap,234
Xã Ngọc Đồng,8338,xã,xa_ngoc_dong,234
Thị trấn Cẩm Khê,8341,xã,thi_tran_cam_khe,235
Xã Tiên Lương,8344,xã,xa_tien_luong,235
Xã Minh Thắng,8350,xã,xa_minh_thang,235
Xã Minh Tân,8353,xã,xa_minh_tan,235
Xã Phượng Vĩ,8356,xã,xa_phuong_vi,235
Xã Tùng Khê,8374,xã,xa_tung_khe,235
Xã Tam Sơn,8377,xã,xa_tam_son,235
Xã Văn Bán,8380,xã,xa_van_ban,235
Xã Phong Thịnh,8389,xã,xa_phong_thinh,235
Xã Phú Khê,8398,xã,xa_phu_khe,235
Xã Hương Lung,8401,xã,xa_huong_lung,235
Xã Nhật Tiến,8413,xã,xa_nhat_tien,235
Xã Hùng Việt,8416,xã,xa_hung_viet,235
Xã Yên Dưỡng,8422,xã,xa_yen_duong,235
Xã Điêu Lương,8428,xã,xa_dieu_luong,235
Xã Đồng Lương,8431,xã,xa_dong_luong,235
Thị trấn Hưng Hoá,8434,xã,thi_tran_hung_hoa,236
Xã Hiền Quan,8440,xã,xa_hien_quan,236
Xã Bắc Sơn,8443,xã,xa_bac_son,236
Xã Thanh Uyên,8446,xã,xa_thanh_uyen,236
Xã Lam Sơn,8461,xã,xa_lam_son,236
Xã Vạn Xuân,8467,xã,xa_van_xuan,236
Xã Quang Húc,8470,xã,xa_quang_huc,236
Xã Hương Nộn,8473,xã,xa_huong_non,236
Xã Tề Lễ,8476,xã,xa_te_le,236
Xã Thọ Văn,8479,xã,xa_tho_van,236
Xã Dị Nậu,8482,xã,xa_di_nau,236
Xã Dân Quyền,8491,xã,xa_dan_quyen,236
Thị trấn Lâm Thao,8494,xã,thi_tran_lam_thao,237
Xã Tiên Kiên,8497,xã,xa_tien_kien,237
Thị trấn Hùng Sơn,8498,xã,thi_tran_hung_son,237
Xã Xuân Lũng,8500,xã,xa_xuan_lung,237
Xã Xuân Huy,8509,xã,xa_xuan_huy,237
Xã Thạch Sơn,8512,xã,xa_thach_son,237
Xã Sơn Vi,8518,xã,xa_son_vi,237
Xã Phùng Nguyên,8521,xã,xa_phung_nguyen,237
Xã Cao Xá,8527,xã,xa_cao_xa,237
Xã Vĩnh Lại,8533,xã,xa_vinh_lai,237
Xã Tứ Xã,8536,xã,xa_tu_xa,237
Xã Bản Nguyên,8539,xã,xa_ban_nguyen,237
Thị trấn Thanh Sơn,8542,xã,thi_tran_thanh_son,238
Xã Sơn Hùng,8563,xã,xa_son_hung,238
Xã Địch Quả,8572,xã,xa_dich_qua,238
Xã Giáp Lai,8575,xã,xa_giap_lai,238
Xã Thục Luyện,8581,xã,xa_thuc_luyen,238
Xã Võ Miếu,8584,xã,xa_vo_mieu,238
Xã Thạch Khoán,8587,xã,xa_thach_khoan,238
Xã Cự Thắng,8602,xã,xa_cu_thang,238
Xã Tất Thắng,8605,xã,xa_tat_thang,238
Xã Văn Miếu,8611,xã,xa_van_mieu,238
Xã Cự Đồng,8614,xã,xa_cu_dong,238
Xã Thắng Sơn,8623,xã,xa_thang_son,238
Xã Tân Minh,8629,xã,xa_tan_minh,238
Xã Hương Cần,8632,xã,xa_huong_can,238
Xã Khả Cửu,8635,xã,xa_kha_cuu,238
Xã Đông Cửu,8638,xã,xa_dong_cuu,238
Xã Tân Lập,8641,xã,xa_tan_lap,238
Xã Yên Lãng,8644,xã,xa_yen_lang,238
Xã Yên Lương,8647,xã,xa_yen_luong,238
Xã Thượng Cửu,8650,xã,xa_thuong_cuu,238
Xã Lương Nha,8653,xã,xa_luong_nha,238
Xã Yên Sơn,8656,xã,xa_yen_son,238
Xã Tinh Nhuệ,8659,xã,xa_tinh_nhue,238
Xã Đào Xá,8662,xã,xa_dao_xa,239
Xã Thạch Đồng,8665,xã,xa_thach_dong,239
Xã Xuân Lộc,8668,xã,xa_xuan_loc,239
Xã Tân Phương,8671,xã,xa_tan_phuong,239
Thị trấn Thanh Thủy,8674,xã,thi_tran_thanh_thuy,239
Xã Sơn Thủy,8677,xã,xa_son_thuy,239
Xã Bảo Yên,8680,xã,xa_bao_yen,239
Xã Đoan Hạ,8683,xã,xa_doan_ha,239
Xã Đồng Trung,8686,xã,xa_dong_trung,239
Xã Hoàng Xá,8689,xã,xa_hoang_xa,239
Xã Tu Vũ,8701,xã,xa_tu_vu,239
Xã Thu Cúc,8545,xã,xa_thu_cuc,240
Xã Thạch Kiệt,8548,xã,xa_thach_kiet,240
Xã Thu Ngạc,8551,xã,xa_thu_ngac,240
Xã Kiệt Sơn,8554,xã,xa_kiet_son,240
Xã Đồng Sơn,8557,xã,xa_dong_son,240
Xã Lai Đồng,8560,xã,xa_lai_dong,240
Thị trấn Tân Phú,8566,xã,thi_tran_tan_phu,240
Xã Mỹ Thuận,8569,xã,xa_my_thuan,240
Xã Tân Sơn,8578,xã,xa_tan_son,240
Xã Xuân Đài,8590,xã,xa_xuan_dai,240
Xã Minh Đài,8593,xã,xa_minh_dai,240
Xã Văn Luông,8596,xã,xa_van_luong,240
Xã Xuân Sơn,8599,xã,xa_xuan_son,240
Xã Long Cốc,8608,xã,xa_long_coc,240
Xã Kim Thượng,8617,xã,xa_kim_thuong,240
Xã Tam Thanh,8620,xã,xa_tam_thanh,240
Xã Vinh Tiền,8626,xã,xa_vinh_tien,240
Phường Tích Sơn,8707,xã,phuong_tich_son,243
Phường Liên Bảo,8710,xã,phuong_lien_bao,243
Phường Hội Hợp,8713,xã,phuong_hoi_hop,243
Phường Đống Đa,8716,xã,phuong_dong_da,243
Phường Ngô Quyền,8719,xã,phuong_ngo_quyen,243
Phường Đồng Tâm,8722,xã,phuong_dong_tam,243
Phường Định Trung,8725,xã,phuong_dinh_trung,243
Phường Khai Quang,8728,xã,phuong_khai_quang,243
Xã Thanh Trù,8731,xã,xa_thanh_tru,243
Phường Hùng Vương,8737,xã,phuong_hung_vuong,244
Phường Hai Bà Trưng,8740,xã,phuong_hai_ba_trung,244
Phường Phúc Thắng,8743,xã,phuong_phuc_thang,244
Phường Xuân Hoà,8746,xã,phuong_xuan_hoa,244
Phường Đồng Xuân,8747,xã,phuong_dong_xuan,244
Xã Ngọc Thanh,8749,xã,xa_ngoc_thanh,244
Xã Cao Minh,8752,xã,xa_cao_minh,244
Phường Nam Viêm,8755,xã,phuong_nam_viem,244
Phường Tiền Châu,8758,xã,phuong_tien_chau,244
Thị trấn Lập Thạch,8761,xã,thi_tran_lap_thach,246
Xã Quang Sơn,8764,xã,xa_quang_son,246
Xã Ngọc Mỹ,8767,xã,xa_ngoc_my,246
Xã Hợp Lý,8770,xã,xa_hop_ly,246
Xã Bắc Bình,8785,xã,xa_bac_binh,246
Xã Thái Hòa,8788,xã,xa_thai_hoa,246
Thị trấn Hoa Sơn,8789,xã,thi_tran_hoa_son,246
Xã Liễn Sơn,8791,xã,xa_lien_son,246
Xã Xuân Hòa,8794,xã,xa_xuan_hoa,246
Xã Vân Trục,8797,xã,xa_van_truc,246
Xã Liên Hòa,8812,xã,xa_lien_hoa,246
Xã Tử Du,8815,xã,xa_tu_du,246
Xã Bàn Giản,8833,xã,xa_ban_gian,246
Xã Xuân Lôi,8836,xã,xa_xuan_loi,246
Xã Đồng Ích,8839,xã,xa_dong_ich,246
Xã Tiên Lữ,8842,xã,xa_tien_lu,246
Xã Văn Quán,8845,xã,xa_van_quan,246
Xã Tây Sơn,8863,xã,xa_tay_son,246
Xã Sơn Đông,8866,xã,xa_son_dong,246
Thị trấn Hợp Hòa,8869,xã,thi_tran_hop_hoa,247
Xã Hoàng Hoa,8872,xã,xa_hoang_hoa,247
Xã Đồng Tĩnh,8875,xã,xa_dong_tinh,247
Thị trấn Kim Long,8878,xã,thi_tran_kim_long,247
Xã Hướng Đạo,8881,xã,xa_huong_dao,247
Xã Đạo Tú,8884,xã,xa_dao_tu,247
Xã An Hòa,8887,xã,xa_an_hoa,247
Xã Thanh Vân,8890,xã,xa_thanh_van,247
Xã Duy Phiên,8893,xã,xa_duy_phien,247
Xã Hoàng Đan,8896,xã,xa_hoang_dan,247
Xã Hoàng Lâu,8899,xã,xa_hoang_lau,247
Xã Hội Thịnh,8905,xã,xa_hoi_thinh,247
Thị trấn Tam Đảo,8908,xã,thi_tran_tam_dao,248
Thị trấn Hợp Châu,8911,xã,thi_tran_hop_chau,248
Xã Đạo Trù,8914,xã,xa_dao_tru,248
Xã Yên Dương,8917,xã,xa_yen_duong,248
Xã Bồ Lý,8920,xã,xa_bo_ly,248
Thị trấn Đại Đình,8923,xã,thi_tran_dai_dinh,248
Xã Tam Quan,8926,xã,xa_tam_quan,248
Xã Hồ Sơn,8929,xã,xa_ho_son,248
Xã Minh Quang,8932,xã,xa_minh_quang,248
Thị trấn Hương Canh,8935,xã,thi_tran_huong_canh,249
Thị trấn Gia Khánh,8936,xã,thi_tran_gia_khanh,249
Xã Trung Mỹ,8938,xã,xa_trung_my,249
Thị trấn Bá Hiến,8944,xã,thi_tran_ba_hien,249
Xã Thiện Kế,8947,xã,xa_thien_ke,249
Xã Hương Sơn,8950,xã,xa_huong_son,249
Xã Tam Hợp,8953,xã,xa_tam_hop,249
Xã Quất Lưu,8956,xã,xa_quat_luu,249
Xã Sơn Lôi,8959,xã,xa_son_loi,249
Thị trấn Đạo Đức,8962,xã,thi_tran_dao_duc,249
Xã Tân Phong,8965,xã,xa_tan_phong,249
Thị trấn Thanh Lãng,8968,xã,thi_tran_thanh_lang,249
Xã Phú Xuân,8971,xã,xa_phu_xuan,249
Thị trấn Yên Lạc,9025,xã,thi_tran_yen_lac,251
Xã Đồng Cương,9028,xã,xa_dong_cuong,251
Xã Đồng Văn,9031,xã,xa_dong_van,251
Xã Bình Định,9034,xã,xa_binh_dinh,251
Xã Trung Nguyên,9037,xã,xa_trung_nguyen,251
Xã Tề Lỗ,9040,xã,xa_te_lo,251
Thị trấn Tam Hồng,9043,xã,thi_tran_tam_hong,251
Xã Yên Đồng,9046,xã,xa_yen_dong,251
Xã Văn Tiến,9049,xã,xa_van_tien,251
Xã Nguyệt Đức,9052,xã,xa_nguyet_duc,251
Xã Yên Phương,9055,xã,xa_yen_phuong,251
Xã Trung Kiên,9061,xã,xa_trung_kien,251
Xã Liên Châu,9064,xã,xa_lien_chau,251
Xã Đại Tự,9067,xã,xa_dai_tu,251
Xã Hồng Châu,9070,xã,xa_hong_chau,251
Xã Trung Hà,9073,xã,xa_trung_ha,251
Thị trấn Vĩnh Tường,9076,xã,thi_tran_vinh_tuong,252
Xã Kim Xá,9079,xã,xa_kim_xa,252
Xã Yên Bình,9082,xã,xa_yen_binh,252
Xã Chấn Hưng,9085,xã,xa_chan_hung,252
Xã Nghĩa Hưng,9088,xã,xa_nghia_hung,252
Xã Yên Lập,9091,xã,xa_yen_lap,252
Xã Sao Đại Việt,9097,xã,xa_sao_dai_viet,252
Xã Đại Đồng,9100,xã,xa_dai_dong,252
Xã Lũng Hoà,9106,xã,xa_lung_hoa,252
Thị trấn Thổ Tang,9112,xã,thi_tran_tho_tang,252
Xã Lương Điền,9118,xã,xa_luong_dien,252
Xã Tân Phú,9124,xã,xa_tan_phu,252
Xã Thượng Trưng,9127,xã,xa_thuong_trung,252
Xã Vũ Di,9130,xã,xa_vu_di,252
Xã Tuân Chính,9136,xã,xa_tuan_chinh,252
Thị trấn Tứ Trưng,9145,xã,thi_tran_tu_trung,252
Xã Ngũ Kiên,9148,xã,xa_ngu_kien,252
Xã An Nhân,9151,xã,xa_an_nhan,252
Xã Vĩnh Thịnh,9154,xã,xa_vinh_thinh,252
Xã Vĩnh Phú,9157,xã,xa_vinh_phu,252
Xã Lãng Công,8773,xã,xa_lang_cong,253
Xã Quang Yên,8776,xã,xa_quang_yen,253
Xã Hải Lựu,8782,xã,xa_hai_luu,253
Xã Đồng Quế,8800,xã,xa_dong_que,253
Xã Nhân Đạo,8803,xã,xa_nhan_dao,253
Xã Đôn Nhân,8806,xã,xa_don_nhan,253
Xã Phương Khoan,8809,xã,xa_phuong_khoan,253
Xã Tân Lập,8818,xã,xa_tan_lap,253
Thị trấn Tam Sơn,8824,xã,thi_tran_tam_son,253
Xã Yên Thạch,8830,xã,xa_yen_thach,253
Xã Đồng Thịnh,8848,xã,xa_dong_thinh,253
Xã Tứ Yên,8851,xã,xa_tu_yen,253
Xã Đức Bác,8854,xã,xa_duc_bac,253
Xã Cao Phong,8860,xã,xa_cao_phong,253
Phường Vũ Ninh,9163,xã,phuong_vu_ninh,256
Phường Đáp Cầu,9166,xã,phuong_dap_cau,256
Phường Thị Cầu,9169,xã,phuong_thi_cau,256
Phường Kinh Bắc,9172,xã,phuong_kinh_bac,256
Phường Đại Phúc,9181,xã,phuong_dai_phuc,256
Phường Tiền Ninh Vệ,9184,xã,phuong_tien_ninh_ve,256
Phường Suối Hoa,9187,xã,phuong_suoi_hoa,256
Phường Võ Cường,9190,xã,phuong_vo_cuong,256
Phường Hòa Long,9214,xã,phuong_hoa_long,256
Phường Vạn An,9226,xã,phuong_van_an,256
Phường Khúc Xuyên,9235,xã,phuong_khuc_xuyen,256
Phường Phong Khê,9244,xã,phuong_phong_khe,256
Phường Kim Chân,9256,xã,phuong_kim_chan,256
Phường Vân Dương,9271,xã,phuong_van_duong,256
Phường Nam Sơn,9286,xã,phuong_nam_son,256
Phường Khắc Niệm,9325,xã,phuong_khac_niem,256
Phường Hạp Lĩnh,9331,xã,phuong_hap_linh,256
Thị trấn Chờ,9193,xã,thi_tran_cho,258
Xã Dũng Liệt,9196,xã,xa_dung_liet,258
Xã Tam Đa,9199,xã,xa_tam_da,258
Xã Tam Giang,9202,xã,xa_tam_giang,258
Xã Yên Trung,9205,xã,xa_yen_trung,258
Xã Thụy Hòa,9208,xã,xa_thuy_hoa,258
Xã Hòa Tiến,9211,xã,xa_hoa_tien,258
Xã Đông Tiến,9217,xã,xa_dong_tien,258
Xã Yên Phụ,9220,xã,xa_yen_phu,258
Xã Trung Nghĩa,9223,xã,xa_trung_nghia,258
Xã Đông Phong,9229,xã,xa_dong_phong,258
Xã Long Châu,9232,xã,xa_long_chau,258
Xã Văn Môn,9238,xã,xa_van_mon,258
Xã Đông Thọ,9241,xã,xa_dong_tho,258
Phường Phố Mới,9247,xã,phuong_pho_moi,259
Xã Việt Thống,9250,xã,xa_viet_thong,259
Phường Đại Xuân,9253,xã,phuong_dai_xuan,259
Phường Nhân Hòa,9259,xã,phuong_nhan_hoa,259
Phường Bằng An,9262,xã,phuong_bang_an,259
Phường Phương Liễu,9265,xã,phuong_phuong_lieu,259
Phường Quế Tân,9268,xã,phuong_que_tan,259
Phường Phù Lương,9274,xã,phuong_phu_luong,259
Xã Phù Lãng,9277,xã,xa_phu_lang,259
Phường Phượng Mao,9280,xã,phuong_phuong_mao,259
Phường Việt Hùng,9283,xã,phuong_viet_hung,259
Xã Ngọc Xá,9289,xã,xa_ngoc_xa,259
Xã Châu Phong,9292,xã,xa_chau_phong,259
Phường Bồng Lai,9295,xã,phuong_bong_lai,259
Phường Cách Bi,9298,xã,phuong_cach_bi,259
Xã Đào Viên,9301,xã,xa_dao_vien,259
Xã Yên Giả,9304,xã,xa_yen_gia,259
Xã Mộ Đạo,9307,xã,xa_mo_dao,259
Xã Đức Long,9310,xã,xa_duc_long,259
Xã Chi Lăng,9313,xã,xa_chi_lang,259
Thị trấn Lim,9319,xã,thi_tran_lim,260
Xã Phú Lâm,9322,xã,xa_phu_lam,260
Xã Nội Duệ,9328,xã,xa_noi_due,260
Xã Liên Bão,9334,xã,xa_lien_bao,260
Xã Hiên Vân,9337,xã,xa_hien_van,260
Xã Hoàn Sơn,9340,xã,xa_hoan_son,260
Xã Lạc Vệ,9343,xã,xa_lac_ve,260
Xã Việt Đoàn,9346,xã,xa_viet_doan,260
Xã Phật Tích,9349,xã,xa_phat_tich,260
Xã Tân Chi,9352,xã,xa_tan_chi,260
Xã Đại Đồng,9355,xã,xa_dai_dong,260
Xã Tri Phương,9358,xã,xa_tri_phuong,260
Xã Minh Đạo,9361,xã,xa_minh_dao,260
Xã Cảnh Hưng,9364,xã,xa_canh_hung,260
Phường Đông Ngàn,9367,xã,phuong_dong_ngan,261
Phường Tam Sơn,9370,xã,phuong_tam_son,261
Phường Hương Mạc,9373,xã,phuong_huong_mac,261
Phường Tương Giang,9376,xã,phuong_tuong_giang,261
Phường Phù Khê,9379,xã,phuong_phu_khe,261
Phường Đồng Kỵ,9382,xã,phuong_dong_ky,261
Phường Trang Hạ,9383,xã,phuong_trang_ha,261
Phường Đồng Nguyên,9385,xã,phuong_dong_nguyen,261
Phường Châu Khê,9388,xã,phuong_chau_khe,261
Phường Tân Hồng,9391,xã,phuong_tan_hong,261
Phường Đình Bảng,9394,xã,phuong_dinh_bang,261
Phường Phù Chẩn,9397,xã,phuong_phu_chan,261
Phường Hồ,9400,xã,phuong_ho,262
Xã Hoài Thượng,9403,xã,xa_hoai_thuong,262
Xã Đại Đồng Thành,9406,xã,xa_dai_dong_thanh,262
Xã Mão Điền,9409,xã,xa_mao_dien,262
Phường Song Hồ,9412,xã,phuong_song_ho,262
Xã Đình Tổ,9415,xã,xa_dinh_to,262
Phường An Bình,9418,xã,phuong_an_binh,262
Phường Trí Quả,9421,xã,phuong_tri_qua,262
Phường Gia Đông,9424,xã,phuong_gia_dong,262
Phường Thanh Khương,9427,xã,phuong_thanh_khuong,262
Phường Trạm Lộ,9430,xã,phuong_tram_lo,262
Phường Xuân Lâm,9433,xã,phuong_xuan_lam,262
Phường Hà Mãn,9436,xã,phuong_ha_man,262
Xã Ngũ Thái,9439,xã,xa_ngu_thai,262
Xã Nguyệt Đức,9442,xã,xa_nguyet_duc,262
Phường Ninh Xá,9445,xã,phuong_ninh_xa,262
Xã Nghĩa Đạo,9448,xã,xa_nghia_dao,262
Xã Song Liễu,9451,xã,xa_song_lieu,262
Thị trấn Gia Bình,9454,xã,thi_tran_gia_binh,263
Xã Vạn Ninh,9457,xã,xa_van_ninh,263
Xã Thái Bảo,9460,xã,xa_thai_bao,263
Xã Giang Sơn,9463,xã,xa_giang_son,263
Xã Cao Đức,9466,xã,xa_cao_duc,263
Xã Đại Lai,9469,xã,xa_dai_lai,263
Xã Song Giang,9472,xã,xa_song_giang,263
Xã Bình Dương,9475,xã,xa_binh_duong,263
Xã Lãng Ngâm,9478,xã,xa_lang_ngam,263
Thị trấn Nhân Thắng,9481,xã,thi_tran_nhan_thang,263
Xã Xuân Lai,9484,xã,xa_xuan_lai,263
Xã Đông Cứu,9487,xã,xa_dong_cuu,263
Xã Đại Bái,9490,xã,xa_dai_bai,263
Xã Quỳnh Phú,9493,xã,xa_quynh_phu,263
Thị trấn Thứa,9496,xã,thi_tran_thua,264
Xã An Thịnh,9499,xã,xa_an_thinh,264
Xã Trung Kênh,9502,xã,xa_trung_kenh,264
Xã Phú Hòa,9505,xã,xa_phu_hoa,264
Xã An Tập,9508,xã,xa_an_tap,264
Xã Tân Lãng,9511,xã,xa_tan_lang,264
Xã Quảng Phú,9514,xã,xa_quang_phu,264
Xã Quang Minh,9517,xã,xa_quang_minh,264
Xã Trung Chính,9523,xã,xa_trung_chinh,264
Xã Bình Định,9529,xã,xa_binh_dinh,264
Xã Phú Lương,9532,xã,xa_phu_luong,264
Xã Lâm Thao,9535,xã,xa_lam_thao,264
Phường Cẩm Thượng,10507,xã,phuong_cam_thuong,288
Phường Bình Hàn,10510,xã,phuong_binh_han,288
Phường Ngọc Châu,10513,xã,phuong_ngoc_chau,288
Phường Nhị Châu,10514,xã,phuong_nhi_chau,288
Phường Quang Trung,10516,xã,phuong_quang_trung,288
Phường Nguyễn Trãi,10519,xã,phuong_nguyen_trai,288
Phường Trần Hưng Đạo,10525,xã,phuong_tran_hung_dao,288
Phường Trần Phú,10528,xã,phuong_tran_phu,288
Phường Thanh Bình,10531,xã,phuong_thanh_binh,288
Phường Tân Bình,10532,xã,phuong_tan_binh,288
Phường Lê Thanh Nghị,10534,xã,phuong_le_thanh_nghi,288
Phường Hải Tân,10537,xã,phuong_hai_tan,288
Phường Tứ Minh,10540,xã,phuong_tu_minh,288
Phường Việt Hoà,10543,xã,phuong_viet_hoa,288
Phường Ái Quốc,10660,xã,phuong_ai_quoc,288
Xã An Thượng,10663,xã,xa_an_thuong,288
Phường Nam Đồng,10672,xã,phuong_nam_dong,288
Xã Quyết Thắng,10822,xã,xa_quyet_thang,288
Xã Tiền Tiến,10837,xã,xa_tien_tien,288
Phường Thạch Khôi,11002,xã,phuong_thach_khoi,288
Xã Liên Hồng,11005,xã,xa_lien_hong,288
Phường Tân Hưng,11011,xã,phuong_tan_hung,288
Xã Gia Xuyên,11017,xã,xa_gia_xuyen,288
Xã Ngọc Sơn,11077,xã,xa_ngoc_son,288
Phường Phả Lại,10546,xã,phuong_pha_lai,290
Phường Sao Đỏ,10549,xã,phuong_sao_do,290
Phường Bến Tắm,10552,xã,phuong_ben_tam,290
Xã Hoàng Hoa Thám,10555,xã,xa_hoang_hoa_tham,290
Xã Bắc An,10558,xã,xa_bac_an,290
Xã Hưng Đạo,10561,xã,xa_hung_dao,290
Xã Lê Lợi,10564,xã,xa_le_loi,290
Phường Hoàng Tiến,10567,xã,phuong_hoang_tien,290
Phường Cộng Hoà,10570,xã,phuong_cong_hoa,290
Phường Hoàng Tân,10573,xã,phuong_hoang_tan,290
Phường Cổ Thành,10576,xã,phuong_co_thanh,290
Phường Văn An,10579,xã,phuong_van_an,290
Phường Chí Minh,10582,xã,phuong_chi_minh,290
Phường Văn Đức,10585,xã,phuong_van_duc,290
Phường Thái Học,10588,xã,phuong_thai_hoc,290
Xã Nhân Huệ,10591,xã,xa_nhan_hue,290
Phường An Lạc,10594,xã,phuong_an_lac,290
Phường Đồng Lạc,10600,xã,phuong_dong_lac,290
Phường Tân Dân,10603,xã,phuong_tan_dan,290
Thị trấn Nam Sách,10606,xã,thi_tran_nam_sach,291
Xã Nam Hưng,10609,xã,xa_nam_hung,291
Xã Nam Tân,10612,xã,xa_nam_tan,291
Xã Hợp Tiến,10615,xã,xa_hop_tien,291
Xã Hiệp Cát,10618,xã,xa_hiep_cat,291
Xã Quốc Tuấn,10621,xã,xa_quoc_tuan,291
Xã An Bình,10630,xã,xa_an_binh,291
Xã Trần Phú,10633,xã,xa_tran_phu,291
Xã An Sơn,10636,xã,xa_an_son,291
Xã Cộng Hòa,10639,xã,xa_cong_hoa,291
