name,code,division_type,codename,district_code
Phường Phúc Xá,1,xã,phuong_phuc_xa,1
Phường Trúc Bạch,4,xã,phuong_truc_bach,1
Phường Vĩnh Phúc,6,xã,phuong_vinh_phuc,1
Phường Cống Vị,7,xã,phuong_cong_vi,1
Phường Liễu Giai,8,xã,phuong_lieu_giai,1
Phường Quán Thánh,13,xã,phuong_quan_thanh,1
Phường Ngọc Hà,16,xã,phuong_ngoc_ha,1
Phường Điện Biên,19,xã,phuong_dien_bien,1
Phường Đội Cấn,22,xã,phuong_doi_can,1
Phường Ngọc Khánh,25,xã,phuong_ngoc_khanh,1
Phường Kim Mã,28,xã,phuong_kim_ma,1
Phường Giảng Võ,31,xã,phuong_giang_vo,1
Phường Thành Công,34,xã,phuong_thanh_cong,1
Phường Phúc Tân,37,xã,phuong_phuc_tan,2
Phường Đồng Xuân,40,xã,phuong_dong_xuan,2
Phường Hàng Mã,43,xã,phuong_hang_ma,2
Phường Hàng Buồm,46,xã,phuong_hang_buom,2
Phường Hàng Đào,49,xã,phuong_hang_dao,2
Phường Hàng Bồ,52,xã,phuong_hang_bo,2
Phường Cửa Đông,55,xã,phuong_cua_dong,2
Phường Lý Thái Tổ,58,xã,phuong_ly_thai_to,2
Phường Hàng Bạc,61,xã,phuong_hang_bac,2
Phường Hàng Gai,64,xã,phuong_hang_gai,2
Phường Chương Dương,67,xã,phuong_chuong_duong,2
Phường Hàng Trống,70,xã,phuong_hang_trong,2
Phường Cửa Nam,73,xã,phuong_cua_nam,2
Phường Hàng Bông,76,xã,phuong_hang_bong,2
Phường Tràng Tiền,79,xã,phuong_trang_tien,2
Phường Trần Hưng Đạo,82,xã,phuong_tran_hung_dao,2
Phường Phan Chu Trinh,85,xã,phuong_phan_chu_trinh,2
Phường Hàng Bài,88,xã,phuong_hang_bai,2
Phường Phú Thượng,91,xã,phuong_phu_thuong,3
Phường Nhật Tân,94,xã,phuong_nhat_tan,3
Phường Tứ Liên,97,xã,phuong_tu_lien,3
Phường Quảng An,100,xã,phuong_quang_an,3
Phường Xuân La,103,xã,phuong_xuan_la,3
Phường Yên Phụ,106,xã,phuong_yen_phu,3
Phường Bưởi,109,xã,phuong_buoi,3
Phường Thụy Khuê,112,xã,phuong_thuy_khue,3
Phường Thượng Thanh,115,xã,phuong_thuong_thanh,4
Phường Ngọc Thụy,118,xã,phuong_ngoc_thuy,4
Phường Giang Biên,121,xã,phuong_giang_bien,4
Phường Đức Giang,124,xã,phuong_duc_giang,4
Phường Việt Hưng,127,xã,phuong_viet_hung,4
Phường Gia Thụy,130,xã,phuong_gia_thuy,4
Phường Ngọc Lâm,133,xã,phuong_ngoc_lam,4
Phường Phúc Lợi,136,xã,phuong_phuc_loi,4
Phường Bồ Đề,139,xã,phuong_bo_de,4
Phường Long Biên,145,xã,phuong_long_bien,4
Phường Thạch Bàn,148,xã,phuong_thach_ban,4
Phường Phúc Đồng,151,xã,phuong_phuc_dong,4
Phường Cự Khối,154,xã,phuong_cu_khoi,4
Phường Nghĩa Đô,157,xã,phuong_nghia_do,5
Phường Nghĩa Tân,160,xã,phuong_nghia_tan,5
Phường Mai Dịch,163,xã,phuong_mai_dich,5
Phường Dịch Vọng,166,xã,phuong_dich_vong,5
Phường Dịch Vọng Hậu,167,xã,phuong_dich_vong_hau,5
Phường Quan Hoa,169,xã,phuong_quan_hoa,5
Phường Yên Hoà,172,xã,phuong_yen_hoa,5
Phường Trung Hoà,175,xã,phuong_trung_hoa,5
Phường Cát Linh,178,xã,phuong_cat_linh,6
Phường Văn Miếu - Quốc Tử Giám,181,xã,phuong_van_mieu_quoc_tu_giam,6
Phường Láng Thượng,187,xã,phuong_lang_thuong,6
Phường Ô Chợ Dừa,190,xã,phuong_o_cho_dua,6
Phường Văn Chương,193,xã,phuong_van_chuong,6
Phường Hàng Bột,196,xã,phuong_hang_bot,6
Phường Láng Hạ,199,xã,phuong_lang_ha,6
Phường Khâm Thiên,202,xã,phuong_kham_thien,6
Phường Thổ Quan,205,xã,phuong_tho_quan,6
Phường Nam Đồng,208,xã,phuong_nam_dong,6
Phường Quang Trung,214,xã,phuong_quang_trung,6
Phường Trung Liệt,217,xã,phuong_trung_liet,6
Phường Phương Liên - Trung Tự,226,xã,phuong_phuong_lien_trung_tu,6
Phường Kim Liên,229,xã,phuong_kim_lien,6
Phường Phương Mai,232,xã,phuong_phuong_mai,6
Phường Thịnh Quang,235,xã,phuong_thinh_quang,6
Phường Khương Thượng,238,xã,phuong_khuong_thuong,6
Phường Nguyễn Du,241,xã,phuong_nguyen_du,7
Phường Bạch Đằng,244,xã,phuong_bach_dang,7
Phường Phạm Đình Hổ,247,xã,phuong_pham_dinh_ho,7
Phường Lê Đại Hành,256,xã,phuong_le_dai_hanh,7
Phường Đồng Nhân,259,xã,phuong_dong_nhan,7
Phường Phố Huế,262,xã,phuong_pho_hue,7
Phường Thanh Lương,268,xã,phuong_thanh_luong,7
Phường Thanh Nhàn,271,xã,phuong_thanh_nhan,7
Phường Bách Khoa,277,xã,phuong_bach_khoa,7
Phường Đồng Tâm,280,xã,phuong_dong_tam,7
Phường Vĩnh Tuy,283,xã,phuong_vinh_tuy,7
Phường Quỳnh Mai,289,xã,phuong_quynh_mai,7
Phường Bạch Mai,292,xã,phuong_bach_mai,7
Phường Minh Khai,295,xã,phuong_minh_khai,7
Phường Trương Định,298,xã,phuong_truong_dinh,7
Phường Thanh Trì,301,xã,phuong_thanh_tri,8
Phường Vĩnh Hưng,304,xã,phuong_vinh_hung,8
Phường Định Công,307,xã,phuong_dinh_cong,8
Phường Mai Động,310,xã,phuong_mai_dong,8
Phường Tương Mai,313,xã,phuong_tuong_mai,8
Phường Đại Kim,316,xã,phuong_dai_kim,8
Phường Tân Mai,319,xã,phuong_tan_mai,8
Phường Hoàng Văn Thụ,322,xã,phuong_hoang_van_thu,8
Phường Giáp Bát,325,xã,phuong_giap_bat,8
Phường Lĩnh Nam,328,xã,phuong_linh_nam,8
Phường Thịnh Liệt,331,xã,phuong_thinh_liet,8
Phường Trần Phú,334,xã,phuong_tran_phu,8
Phường Hoàng Liệt,337,xã,phuong_hoang_liet,8
Phường Yên Sở,340,xã,phuong_yen_so,8
Phường Nhân Chính,343,xã,phuong_nhan_chinh,9
Phường Thượng Đình,346,xã,phuong_thuong_dinh,9
Phường Khương Trung,349,xã,phuong_khuong_trung,9
Phường Khương Mai,352,xã,phuong_khuong_mai,9
Phường Thanh Xuân Trung,355,xã,phuong_thanh_xuan_trung,9
Phường Phương Liệt,358,xã,phuong_phuong_liet,9
Phường Khương Đình,364,xã,phuong_khuong_dinh,9
Phường Thanh Xuân Bắc,367,xã,phuong_thanh_xuan_bac,9
Phường Hạ Đình,373,xã,phuong_ha_dinh,9
Thị trấn Sóc Sơn,376,xã,thi_tran_soc_son,16
Xã Bắc Sơn,379,xã,xa_bac_son,16
Xã Minh Trí,382,xã,xa_minh_tri,16
Xã Hồng Kỳ,385,xã,xa_hong_ky,16
Xã Nam Sơn,388,xã,xa_nam_son,16
Xã Trung Giã,391,xã,xa_trung_gia,16
Xã Tân Hưng,394,xã,xa_tan_hung,16
Xã Minh Phú,397,xã,xa_minh_phu,16
Xã Phù Linh,400,xã,xa_phu_linh,16
Xã Bắc Phú,403,xã,xa_bac_phu,16
Xã Tân Minh,406,xã,xa_tan_minh,16
Xã Quang Tiến,409,xã,xa_quang_tien,16
Xã Hiền Ninh,412,xã,xa_hien_ninh,16
Xã Tân Dân,415,xã,xa_tan_dan,16
Xã Tiên Dược,418,xã,xa_tien_duoc,16
Xã Việt Long,421,xã,xa_viet_long,16
Xã Xuân Giang,424,xã,xa_xuan_giang,16
Xã Mai Đình,427,xã,xa_mai_dinh,16
Xã Đức Hoà,430,xã,xa_duc_hoa,16
Xã Thanh Xuân,433,xã,xa_thanh_xuan,16
Xã Đông Xuân,436,xã,xa_dong_xuan,16
Xã Kim Lũ,439,xã,xa_kim_lu,16
Xã Phú Cường,442,xã,xa_phu_cuong,16
Xã Phú Minh,445,xã,xa_phu_minh,16
Xã Phù Lỗ,448,xã,xa_phu_lo,16
Xã Xuân Thu,451,xã,xa_xuan_thu,16
Thị trấn Đông Anh,454,xã,thi_tran_dong_anh,17
Xã Xuân Nộn,457,xã,xa_xuan_non,17
Xã Thuỵ Lâm,460,xã,xa_thuy_lam,17
Xã Bắc Hồng,463,xã,xa_bac_hong,17
Xã Nguyên Khê,466,xã,xa_nguyen_khe,17
Xã Nam Hồng,469,xã,xa_nam_hong,17
Xã Tiên Dương,472,xã,xa_tien_duong,17
Xã Vân Hà,475,xã,xa_van_ha,17
Xã Uy Nỗ,478,xã,xa_uy_no,17
Xã Vân Nội,481,xã,xa_van_noi,17
Xã Liên Hà,484,xã,xa_lien_ha,17
Xã Việt Hùng,487,xã,xa_viet_hung,17
Xã Kim Nỗ,490,xã,xa_kim_no,17
Xã Kim Chung,493,xã,xa_kim_chung,17
Xã Dục Tú,496,xã,xa_duc_tu,17
Xã Đại Mạch,499,xã,xa_dai_mach,17
Xã Vĩnh Ngọc,502,xã,xa_vinh_ngoc,17
Xã Cổ Loa,505,xã,xa_co_loa,17
Xã Hải Bối,508,xã,xa_hai_boi,17
Xã Xuân Canh,511,xã,xa_xuan_canh,17
Xã Võng La,514,xã,xa_vong_la,17
Xã Tàm Xá,517,xã,xa_tam_xa,17
Xã Mai Lâm,520,xã,xa_mai_lam,17
Xã Đông Hội,523,xã,xa_dong_hoi,17
Thị trấn Yên Viên,526,xã,thi_tran_yen_vien,18
Xã Yên Thường,529,xã,xa_yen_thuong,18
Xã Yên Viên,532,xã,xa_yen_vien,18
Xã Ninh Hiệp,535,xã,xa_ninh_hiep,18
Xã Thiên Đức,541,xã,xa_thien_duc,18
Xã Phù Đổng,544,xã,xa_phu_dong,18
Xã Lệ Chi,550,xã,xa_le_chi,18
Xã Cổ Bi,553,xã,xa_co_bi,18
Xã Đặng Xá,556,xã,xa_dang_xa,18
Xã Phú Sơn,562,xã,xa_phu_son,18
Thị trấn Trâu Quỳ,565,xã,thi_tran_trau_quy,18
Xã Dương Quang,568,xã,xa_duong_quang,18
Xã Dương Xá,571,xã,xa_duong_xa,18
Xã Đa Tốn,577,xã,xa_da_ton,18
Xã Kiêu Kỵ,580,xã,xa_kieu_ky,18
Xã Bát Tràng,583,xã,xa_bat_trang,18
Xã Kim Đức,589,xã,xa_kim_duc,18
Phường Cầu Diễn,592,xã,phuong_cau_dien,19
Phường Xuân Phương,622,xã,phuong_xuan_phuong,19
Phường Phương Canh,623,xã,phuong_phuong_canh,19
Phường Mỹ Đình 1,625,xã,phuong_my_dinh_1,19
Phường Mỹ Đình 2,626,xã,phuong_my_dinh_2,19
Phường Tây Mỗ,628,xã,phuong_tay_mo,19
Phường Mễ Trì,631,xã,phuong_me_tri,19
Phường Phú Đô,632,xã,phuong_phu_do,19
Phường Đại Mỗ,634,xã,phuong_dai_mo,19
Phường Trung Văn,637,xã,phuong_trung_van,19
Thị trấn Văn Điển,640,xã,thi_tran_van_dien,20
Xã Tân Triều,643,xã,xa_tan_trieu,20
Xã Thanh Liệt,646,xã,xa_thanh_liet,20
Xã Tả Thanh Oai,649,xã,xa_ta_thanh_oai,20
Xã Hữu Hoà,652,xã,xa_huu_hoa,20
Xã Tam Hiệp,655,xã,xa_tam_hiep,20
Xã Tứ Hiệp,658,xã,xa_tu_hiep,20
Xã Yên Mỹ,661,xã,xa_yen_my,20
Xã Vĩnh Quỳnh,664,xã,xa_vinh_quynh,20
Xã Ngũ Hiệp,667,xã,xa_ngu_hiep,20
Xã Duyên Hà,670,xã,xa_duyen_ha,20
Xã Ngọc Hồi,673,xã,xa_ngoc_hoi,20
Xã Vạn Phúc,676,xã,xa_van_phuc,20
Xã Đại áng,679,xã,xa_dai_ang,20
Xã Liên Ninh,682,xã,xa_lien_ninh,20
Xã Đông Mỹ,685,xã,xa_dong_my,20
Phường Thượng Cát,595,xã,phuong_thuong_cat,21
Phường Liên Mạc,598,xã,phuong_lien_mac,21
Phường Đông Ngạc,601,xã,phuong_dong_ngac,21
Phường Đức Thắng,602,xã,phuong_duc_thang,21
Phường Thụy Phương,604,xã,phuong_thuy_phuong,21
Phường Tây Tựu,607,xã,phuong_tay_tuu,21
Phường Xuân Đỉnh,610,xã,phuong_xuan_dinh,21
Phường Xuân Tảo,611,xã,phuong_xuan_tao,21
Phường Minh Khai,613,xã,phuong_minh_khai,21
Phường Cổ Nhuế 1,616,xã,phuong_co_nhue_1,21
Phường Cổ Nhuế 2,617,xã,phuong_co_nhue_2,21
Phường Phú Diễn,619,xã,phuong_phu_dien,21
Phường Phúc Diễn,620,xã,phuong_phuc_dien,21
Thị trấn Chi Đông,8973,xã,thi_tran_chi_dong,250
Xã Đại Thịnh,8974,xã,xa_dai_thinh,250
Xã Kim Hoa,8977,xã,xa_kim_hoa,250
Xã Thạch Đà,8980,xã,xa_thach_da,250
Xã Tiến Thắng,8983,xã,xa_tien_thang,250
Xã Tự Lập,8986,xã,xa_tu_lap,250
Thị trấn Quang Minh,8989,xã,thi_tran_quang_minh,250
Xã Thanh Lâm,8992,xã,xa_thanh_lam,250
Xã Tam Đồng,8995,xã,xa_tam_dong,250
Xã Liên Mạc,8998,xã,xa_lien_mac,250
Xã Chu Phan,9004,xã,xa_chu_phan,250
Xã Tiến Thịnh,9007,xã,xa_tien_thinh,250
Xã Mê Linh,9010,xã,xa_me_linh,250
Xã Văn Khê,9013,xã,xa_van_khe,250
Xã Hoàng Kim,9016,xã,xa_hoang_kim,250
Xã Tiền Phong,9019,xã,xa_tien_phong,250
Xã Tráng Việt,9022,xã,xa_trang_viet,250
Phường Quang Trung,9538,xã,phuong_quang_trung,268
Phường Mộ Lao,9541,xã,phuong_mo_lao,268
Phường Văn Quán,9542,xã,phuong_van_quan,268
Phường Vạn Phúc,9544,xã,phuong_van_phuc,268
Phường La Khê,9551,xã,phuong_la_khe,268
Phường Phú La,9552,xã,phuong_phu_la,268
Phường Phúc La,9553,xã,phuong_phuc_la,268
Phường Hà Cầu,9556,xã,phuong_ha_cau,268
Phường Yên Nghĩa,9562,xã,phuong_yen_nghia,268
Phường Kiến Hưng,9565,xã,phuong_kien_hung,268
Phường Phú Lãm,9568,xã,phuong_phu_lam,268
Phường Phú Lương,9571,xã,phuong_phu_luong,268
Phường Dương Nội,9886,xã,phuong_duong_noi,268
Phường Đồng Mai,10117,xã,phuong_dong_mai,268
Phường Biên Giang,10123,xã,phuong_bien_giang,268
Phường Ngô Quyền,9574,xã,phuong_ngo_quyen,269
Phường Phú Thịnh,9577,xã,phuong_phu_thinh,269
Phường Sơn Lộc,9586,xã,phuong_son_loc,269
Phường Xuân Khanh,9589,xã,phuong_xuan_khanh,269
Xã Đường Lâm,9592,xã,xa_duong_lam,269
Phường Viên Sơn,9595,xã,phuong_vien_son,269
Xã Xuân Sơn,9598,xã,xa_xuan_son,269
Phường Trung Hưng,9601,xã,phuong_trung_hung,269
Xã Thanh Mỹ,9604,xã,xa_thanh_my,269
Phường Trung Sơn Trầm,9607,xã,phuong_trung_son_tram,269
Xã Kim Sơn,9610,xã,xa_kim_son,269
Xã Sơn Đông,9613,xã,xa_son_dong,269
Xã Cổ Đông,9616,xã,xa_co_dong,269
Thị trấn Tây Đằng,9619,xã,thi_tran_tay_dang,271
Xã Phú Cường,9625,xã,xa_phu_cuong,271
Xã Cổ Đô,9628,xã,xa_co_do,271
Xã Vạn Thắng,9634,xã,xa_van_thang,271
Xã Phong Vân,9640,xã,xa_phong_van,271
Xã Phú Đông,9643,xã,xa_phu_dong,271
Xã Phú Hồng,9646,xã,xa_phu_hong,271
Xã Phú Châu,9649,xã,xa_phu_chau,271
Xã Thái Hòa,9652,xã,xa_thai_hoa,271
Xã Đồng Thái,9655,xã,xa_dong_thai,271
Xã Phú Sơn,9658,xã,xa_phu_son,271
Xã Minh Châu,9661,xã,xa_minh_chau,271
Xã Vật Lại,9664,xã,xa_vat_lai,271
Xã Chu Minh,9667,xã,xa_chu_minh,271
Xã Tòng Bạt,9670,xã,xa_tong_bat,271
Xã Cẩm Lĩnh,9673,xã,xa_cam_linh,271
Xã Sơn Đà,9676,xã,xa_son_da,271
Xã Đông Quang,9679,xã,xa_dong_quang,271
Xã Tiên Phong,9682,xã,xa_tien_phong,271
Xã Thụy An,9685,xã,xa_thuy_an,271
Xã Cam Thượng,9688,xã,xa_cam_thuong,271
Xã Thuần Mỹ,9691,xã,xa_thuan_my,271
Xã Tản Lĩnh,9694,xã,xa_tan_linh,271
Xã Ba Trại,9697,xã,xa_ba_trai,271
Xã Minh Quang,9700,xã,xa_minh_quang,271
Xã Ba Vì,9703,xã,xa_ba_vi,271
Xã Vân Hòa,9706,xã,xa_van_hoa,271
Xã Yên Bài,9709,xã,xa_yen_bai,271
Xã Khánh Thượng,9712,xã,xa_khanh_thuong,271
Thị trấn Phúc Thọ,9715,xã,thi_tran_phuc_tho,272
Xã Vân Phúc,9721,xã,xa_van_phuc,272
Xã Nam Hà,9724,xã,xa_nam_ha,272
Xã Xuân Đình,9727,xã,xa_xuan_dinh,272
Xã Sen Phương,9733,xã,xa_sen_phuong,272
Xã Võng Xuyên,9739,xã,xa_vong_xuyen,272
Xã Tích Lộc,9742,xã,xa_tich_loc,272
Xã Long Thượng,9745,xã,xa_long_thuong,272
Xã Hát Môn,9751,xã,xa_hat_mon,272
Xã Thanh Đa,9757,xã,xa_thanh_da,272
Xã Trạch Mỹ Lộc,9760,xã,xa_trach_my_loc,272
Xã Phúc Hòa,9763,xã,xa_phuc_hoa,272
Xã Ngọc Tảo,9766,xã,xa_ngoc_tao,272
Xã Phụng Thượng,9769,xã,xa_phung_thuong,272
Xã Tam Thuấn,9772,xã,xa_tam_thuan,272
Xã Tam Hiệp,9775,xã,xa_tam_hiep,272
Xã Hiệp Thuận,9778,xã,xa_hiep_thuan,272
Xã Liên Hiệp,9781,xã,xa_lien_hiep,272
Thị trấn Phùng,9784,xã,thi_tran_phung,273
Xã Trung Châu,9787,xã,xa_trung_chau,273
Xã Thọ An,9790,xã,xa_tho_an,273
Xã Thọ Xuân,9793,xã,xa_tho_xuan,273
Xã Hồng Hà,9796,xã,xa_hong_ha,273
Xã Liên Hồng,9799,xã,xa_lien_hong,273
Xã Liên Hà,9802,xã,xa_lien_ha,273
Xã Hạ Mỗ,9805,xã,xa_ha_mo,273
Xã Liên Trung,9808,xã,xa_lien_trung,273
Xã Phương Đình,9811,xã,xa_phuong_dinh,273
Xã Thượng Mỗ,9814,xã,xa_thuong_mo,273
Xã Tân Hội,9817,xã,xa_tan_hoi,273
Xã Tân Lập,9820,xã,xa_tan_lap,273
Xã Đan Phượng,9823,xã,xa_dan_phuong,273
Xã Đồng Tháp,9826,xã,xa_dong_thap,273
Xã Song Phượng,9829,xã,xa_song_phuong,273
Thị trấn Trạm Trôi,9832,xã,thi_tran_tram_troi,274
Xã Đức Thượng,9835,xã,xa_duc_thuong,274
Xã Minh Khai,9838,xã,xa_minh_khai,274
Xã Dương Liễu,9841,xã,xa_duong_lieu,274
Xã Di Trạch,9844,xã,xa_di_trach,274
Xã Đức Giang,9847,xã,xa_duc_giang,274
Xã Cát Quế,9850,xã,xa_cat_que,274
Xã Kim Chung,9853,xã,xa_kim_chung,274
Xã Yên Sở,9856,xã,xa_yen_so,274
Xã Sơn Đồng,9859,xã,xa_son_dong,274
Xã Vân Canh,9862,xã,xa_van_canh,274
Xã Đắc Sở,9865,xã,xa_dac_so,274
Xã Lại Yên,9868,xã,xa_lai_yen,274
Xã Tiền Yên,9871,xã,xa_tien_yen,274
Xã Song Phương,9874,xã,xa_song_phuong,274
Xã An Khánh,9877,xã,xa_an_khanh,274
Xã An Thượng,9880,xã,xa_an_thuong,274
Xã Vân Côn,9883,xã,xa_van_con,274
Xã La Phù,9889,xã,xa_la_phu,274
Xã Đông La,9892,xã,xa_dong_la,274
Xã Đông Xuân,4939,xã,xa_dong_xuan,275
Thị trấn Quốc Oai,9895,xã,thi_tran_quoc_oai,275
Xã Sài Sơn,9898,xã,xa_sai_son,275
Xã Phượng Sơn,9904,xã,xa_phuong_son,275
Xã Ngọc Liệp,9907,xã,xa_ngoc_liep,275
Xã Ngọc Mỹ,9910,xã,xa_ngoc_my,275
Xã Thạch Thán,9916,xã,xa_thach_than,275
Xã Đồng Quang,9919,xã,xa_dong_quang,275
Xã Phú Cát,9922,xã,xa_phu_cat,275
Xã Tuyết Nghĩa,9925,xã,xa_tuyet_nghia,275
Xã Liệp Nghĩa,9928,xã,xa_liep_nghia,275
Xã Cộng Hòa,9931,xã,xa_cong_hoa,275
Xã Hưng Đạo,9934,xã,xa_hung_dao,275
Xã Phú Mãn,9940,xã,xa_phu_man,275
Xã Cấn Hữu,9943,xã,xa_can_huu,275
Xã Hòa Thạch,9949,xã,xa_hoa_thach,275
Xã Đông Yên,9952,xã,xa_dong_yen,275
Xã Yên Trung,4927,xã,xa_yen_trung,276
Xã Yên Bình,4930,xã,xa_yen_binh,276
Xã Tiến Xuân,4936,xã,xa_tien_xuan,276
Thị trấn Liên Quan,9955,xã,thi_tran_lien_quan,276
Xã Đại Đồng,9958,xã,xa_dai_dong,276
Xã Cẩm Yên,9961,xã,xa_cam_yen,276
Xã Lại Thượng,9964,xã,xa_lai_thuong,276
Xã Phú Kim,9967,xã,xa_phu_kim,276
Xã Hương Ngải,9970,xã,xa_huong_ngai,276
Xã Lam Sơn,9973,xã,xa_lam_son,276
Xã Kim Quan,9976,xã,xa_kim_quan,276
Xã Bình Yên,9982,xã,xa_binh_yen,276
Xã Thạch Hoà,9988,xã,xa_thach_hoa,276
Xã Cần Kiệm,9991,xã,xa_can_kiem,276
Xã Phùng Xá,9997,xã,xa_phung_xa,276
Xã Tân Xã,10000,xã,xa_tan_xa,276
Xã Thạch Xá,10003,xã,xa_thach_xa,276
Xã Quang Trung,10006,xã,xa_quang_trung,276
Xã Hạ Bằng,10009,xã,xa_ha_bang,276
Xã Đồng Trúc,10012,xã,xa_dong_truc,276
Thị trấn Chúc Sơn,10015,xã,thi_tran_chuc_son,277
Thị trấn Xuân Mai,10018,xã,thi_tran_xuan_mai,277
Xã Phụng Châu,10021,xã,xa_phung_chau,277
Xã Tiên Phương,10024,xã,xa_tien_phuong,277
Xã Đông Sơn,10027,xã,xa_dong_son,277
Xã Đông Phương Yên,10030,xã,xa_dong_phuong_yen,277
Xã Phú Nghĩa,10033,xã,xa_phu_nghia,277
Xã Trường Yên,10039,xã,xa_truong_yen,277
Xã Ngọc Hòa,10042,xã,xa_ngoc_hoa,277
Xã Thủy Xuân Tiên,10045,xã,xa_thuy_xuan_tien,277
Xã Thanh Bình,10048,xã,xa_thanh_binh,277
Xã Trung Hòa,10051,xã,xa_trung_hoa,277
Xã Đại Yên,10054,xã,xa_dai_yen,277
Xã Thụy Hương,10057,xã,xa_thuy_huong,277
Xã Tốt Động,10060,xã,xa_tot_dong,277
Xã Lam Điền,10063,xã,xa_lam_dien,277
Xã Tân Tiến,10066,xã,xa_tan_tien,277
Xã Nam Phương Tiến,10069,xã,xa_nam_phuong_tien,277
Xã Hợp Đồng,10072,xã,xa_hop_dong,277
Xã Hoàng Văn Thụ,10075,xã,xa_hoang_van_thu,277
Xã Hoàng Diệu,10078,xã,xa_hoang_dieu,277
Xã Hữu Văn,10081,xã,xa_huu_van,277
Xã Quảng Bị,10084,xã,xa_quang_bi,277
Xã Mỹ Lương,10087,xã,xa_my_luong,277
Xã Thượng Vực,10090,xã,xa_thuong_vuc,277
Xã Hồng Phú,10096,xã,xa_hong_phu,277
Xã Trần Phú,10099,xã,xa_tran_phu,277
Xã Văn Võ,10102,xã,xa_van_vo,277
Xã Đồng Lạc,10105,xã,xa_dong_lac,277
Xã Hòa Phú,10108,xã,xa_hoa_phu,277
Thị trấn Kim Bài,10114,xã,thi_tran_kim_bai,278
Xã Cự Khê,10120,xã,xa_cu_khe,278
Xã Bích Hòa,10126,xã,xa_bich_hoa,278
Xã Mỹ Hưng,10129,xã,xa_my_hung,278
Xã Cao Viên,10132,xã,xa_cao_vien,278
Xã Bình Minh,10135,xã,xa_binh_minh,278
Xã Tam Hưng,10138,xã,xa_tam_hung,278
Xã Thanh Cao,10141,xã,xa_thanh_cao,278
Xã Thanh Thùy,10144,xã,xa_thanh_thuy,278
Xã Thanh Mai,10147,xã,xa_thanh_mai,278
Xã Thanh Văn,10150,xã,xa_thanh_van,278
Xã Đỗ Động,10153,xã,xa_do_dong,278
Xã Kim An,10156,xã,xa_kim_an,278
Xã Kim Thư,10159,xã,xa_kim_thu,278
Xã Phương Trung,10162,xã,xa_phuong_trung,278
Xã Tân Ước,10165,xã,xa_tan_uoc,278
Xã Dân Hòa,10168,xã,xa_dan_hoa,278
Xã Liên Châu,10171,xã,xa_lien_chau,278
Xã Cao Xuân Dương,10174,xã,xa_cao_xuan_duong,278
Xã Hồng Dương,10180,xã,xa_hong_duong,278
Thị trấn Thường Tín,10183,xã,thi_tran_thuong_tin,279
Xã Ninh Sở,10186,xã,xa_ninh_so,279
Xã Nhị Khê,10189,xã,xa_nhi_khe,279
Xã Duyên Thái,10192,xã,xa_duyen_thai,279
Xã Khánh Hà,10195,xã,xa_khanh_ha,279
Xã Hòa Bình,10198,xã,xa_hoa_binh,279
Xã Văn Bình,10201,xã,xa_van_binh,279
Xã Hiền Giang,10204,xã,xa_hien_giang,279
Xã Hồng Vân,10207,xã,xa_hong_van,279
Xã Vân Tảo,10210,xã,xa_van_tao,279
Xã Liên Phương,10213,xã,xa_lien_phuong,279
Xã Văn Phú,10216,xã,xa_van_phu,279
Xã Tự Nhiên,10219,xã,xa_tu_nhien,279
Xã Tiền Phong,10222,xã,xa_tien_phong,279
Xã Hà Hồi,10225,xã,xa_ha_hoi,279
Xã Nguyễn Trãi,10231,xã,xa_nguyen_trai,279
Xã Quất Động,10234,xã,xa_quat_dong,279
Xã Chương Dương,10237,xã,xa_chuong_duong,279
Xã Tân Minh,10240,xã,xa_tan_minh,279
Xã Lê Lợi,10243,xã,xa_le_loi,279
Xã Thắng Lợi,10246,xã,xa_thang_loi,279
Xã Dũng Tiến,10249,xã,xa_dung_tien,279
Xã Nghiêm Xuyên,10255,xã,xa_nghiem_xuyen,279
Xã Tô Hiệu,10258,xã,xa_to_hieu,279
Xã Văn Tự,10261,xã,xa_van_tu,279
Xã Vạn Nhất,10264,xã,xa_van_nhat,279
Xã Minh Cường,10267,xã,xa_minh_cuong,279
Thị trấn Phú Minh,10270,xã,thi_tran_phu_minh,280
Thị trấn Phú Xuyên,10273,xã,thi_tran_phu_xuyen,280
Xã Hồng Minh,10276,xã,xa_hong_minh,280
Xã Phượng Dực,10279,xã,xa_phuong_duc,280
Xã Nam Tiến,10282,xã,xa_nam_tien,280
Xã Văn Hoàng,10291,xã,xa_van_hoang,280
Xã Phú Túc,10294,xã,xa_phu_tuc,280
Xã Hồng Thái,10300,xã,xa_hong_thai,280
Xã Hoàng Long,10303,xã,xa_hoang_long,280
Xã Nam Phong,10312,xã,xa_nam_phong,280
Xã Tân Dân,10315,xã,xa_tan_dan,280
Xã Quang Hà,10318,xã,xa_quang_ha,280
Xã Chuyên Mỹ,10321,xã,xa_chuyen_my,280
Xã Khai Thái,10324,xã,xa_khai_thai,280
Xã Phúc Tiến,10327,xã,xa_phuc_tien,280
Xã Vân Từ,10330,xã,xa_van_tu,280
Xã Tri Thủy,10333,xã,xa_tri_thuy,280
Xã Đại Xuyên,10336,xã,xa_dai_xuyen,280
Xã Phú Yên,10339,xã,xa_phu_yen,280
Xã Bạch Hạ,10342,xã,xa_bach_ha,280
Xã Quang Lãng,10345,xã,xa_quang_lang,280
Xã Châu Can,10348,xã,xa_chau_can,280
